DataSet/Point,Fe,Ni,Total,X,Y,Z,Beam X,Beam Y,Comment,Distance (Âµ),Mean Z,Point#,Date
1 / 1 . ,0.858513,97.80457,98.66308,-12364,-2259,-29,,,FND_1_profile (Line)  Pt 1,,27.60849,1,1/21/13 13:01
2 / 1 . ,0.865002,98.54815,99.41315,-12364,-2244,-29,,,FND_1_profile (Line)  Pt 2,,27.81838,2,1/21/13 13:02
3 / 1 . ,0.868513,98.38391,99.25242,-12364,-2229,-29,,,FND_1_profile (Line)  Pt 3,,27.77331,3,1/21/13 13:04
4 / 1 . ,0.858842,98.33313,99.19197,-12364,-2214,-29,,,FND_1_profile (Line)  Pt 4,,27.75657,4,1/21/13 13:05
5 / 1 . ,0.876933,98.5491,99.42603,-12364,-2199,-29,,,FND_1_profile (Line)  Pt 5,,27.82175,5,1/21/13 13:06
6 / 1 . ,0.880766,98.40784,99.28861,-12364,-2184,-29,,,FND_1_profile (Line)  Pt 6,,27.7832,6,1/21/13 13:07
7 / 1 . ,0.907334,98.43139,99.33872,-12364,-2169,-28,,,FND_1_profile (Line)  Pt 7,,27.7967,7,1/21/13 13:08
8 / 1 . ,0.862062,98.48163,99.3437,-12364,-2154,-28,,,FND_1_profile (Line)  Pt 8,,27.79899,8,1/21/13 13:09
9 / 1 . ,0.885013,98.39956,99.28457,-12364,-2139,-28,,,FND_1_profile (Line)  Pt 9,,27.78198,9,1/21/13 13:11
10 / 1 . ,0.886845,98.25047,99.13732,-12364,-2124,-28,,,FND_1_profile (Line)  Pt 10,,27.74071,10,1/21/13 13:12
11 / 1 . ,0.895141,98.44009,99.33524,-12364,-2109,-28,,,FND_1_profile (Line)  Pt 11,,27.79596,11,1/21/13 13:13
12 / 1 . ,0.90051,98.44931,99.34982,-12364,-2094,-28,,,FND_1_profile (Line)  Pt 12,,27.79994,12,1/21/13 13:14
13 / 1 . ,0.871685,98.29261,99.16429,-12364,-2079,-28,,,FND_1_profile (Line)  Pt 13,,27.74857,13,1/21/13 13:16
14 / 1 . ,0.890771,98.19926,99.09004,-12364,-2064,-28,,,FND_1_profile (Line)  Pt 14,,27.72739,14,1/21/13 13:17
15 / 1 . ,0.890718,98.27754,99.16827,-12364,-2049,-28,,,FND_1_profile (Line)  Pt 15,,27.7493,15,1/21/13 13:18
16 / 1 . ,0.853846,98.66003,99.51389,-12364,-2034,-28,,,FND_1_profile (Line)  Pt 16,,27.84681,16,1/21/13 13:19
17 / 1 . ,0.906488,98.47926,99.38574,-12364,-2019,-28,,,FND_1_profile (Line)  Pt 17,,27.80988,17,1/21/13 13:20
18 / 1 . ,0.903331,98.83672,99.74004,-12364,-2004,-28,,,FND_1_profile (Line)  Pt 18,,27.90915,18,1/21/13 13:22
19 / 1 . ,0.947236,98.48016,99.42739,-12364,-1989,-27,,,FND_1_profile (Line)  Pt 19,,27.82072,19,1/21/13 13:23
20 / 1 . ,0.91662,98.62043,99.53705,-12364,-1974,-27,,,FND_1_profile (Line)  Pt 20,,27.85204,20,1/21/13 13:24
21 / 1 . ,0.966121,97.83882,98.80494,-12364,-1959,-27,,,FND_1_profile (Line)  Pt 21,,27.64606,21,1/21/13 13:25
22 / 1 . ,0.976705,98.12788,99.10458,-12364,-1944,-27,,,FND_1_profile (Line)  Pt 22,,27.72975,22,1/21/13 13:27
23 / 1 . ,0.997302,98.25226,99.24957,-12364,-1929,-27,,,FND_1_profile (Line)  Pt 23,,27.76993,23,1/21/13 13:28
24 / 1 . ,0.987421,97.95515,98.94258,-12364,-1914,-27,,,FND_1_profile (Line)  Pt 24,,27.68417,24,1/21/13 13:29
25 / 1 . ,1.074414,98.35551,99.42993,-12364,-1899,-27,,,FND_1_profile (Line)  Pt 25,,27.81889,25,1/21/13 13:30
26 / 1 . ,1.098898,98.27511,99.37401,-12364,-1884,-27,,,FND_1_profile (Line)  Pt 26,,27.80274,26,1/21/13 13:31
27 / 1 . ,1.150214,97.5097,98.65992,-12364,-1869,-27,,,FND_1_profile (Line)  Pt 27,,27.60177,27,1/21/13 13:33
28 / 1 . ,1.226557,98.19643,99.42299,-12364,-1854,-27,,,FND_1_profile (Line)  Pt 28,,27.81391,28,1/21/13 13:34
29 / 1 . ,1.286969,98.41927,99.70625,-12364,-1839,-27,,,FND_1_profile (Line)  Pt 29,,27.89201,29,1/21/13 13:35
30 / 1 . ,1.367201,97.72632,99.09351,-12364,-1824,-26,,,FND_1_profile (Line)  Pt 30,,27.71884,30,1/21/13 13:36
31 / 1 . ,1.436522,97.92262,99.35915,-12364,-1809,-26,,,FND_1_profile (Line)  Pt 31,,27.79183,31,1/21/13 13:38
32 / 1 . ,1.529071,97.89003,99.41911,-12364,-1794,-26,,,FND_1_profile (Line)  Pt 32,,27.80677,32,1/21/13 13:39
33 / 1 . ,1.678872,97.49685,99.17572,-12364,-1779,-26,,,FND_1_profile (Line)  Pt 33,,27.73562,33,1/21/13 13:40
34 / 1 . ,1.784612,97.72552,99.51012,-12364,-1764,-26,,,FND_1_profile (Line)  Pt 34,,27.82714,34,1/21/13 13:41
35 / 1 . ,1.922602,97.47717,99.39977,-12364,-1749,-26,,,FND_1_profile (Line)  Pt 35,,27.79349,35,1/21/13 13:42
36 / 1 . ,2.133288,97.67516,99.80845,-12364,-1734,-26,,,FND_1_profile (Line)  Pt 36,,27.9037,36,1/21/13 13:44
37 / 1 . ,2.353022,96.83996,99.19299,-12364,-1719,-26,,,FND_1_profile (Line)  Pt 37,,27.72697,37,1/21/13 13:45
38 / 1 . ,2.588953,96.8647,99.45365,-12364,-1704,-26,,,FND_1_profile (Line)  Pt 38,,27.79524,38,1/21/13 13:46
39 / 1 . ,2.830517,96.86857,99.69909,-12364,-1689,-26,,,FND_1_profile (Line)  Pt 39,,27.85913,39,1/21/13 13:47
40 / 1 . ,3.105607,96.08426,99.18987,-12364,-1674,-26,,,FND_1_profile (Line)  Pt 40,,27.71105,40,1/21/13 13:49
41 / 1 . ,3.477761,96.14537,99.62313,-12364,-1659,-26,,,FND_1_profile (Line)  Pt 41,,27.82492,41,1/21/13 13:50
42 / 1 . ,3.834793,95.8112,99.646,-12364,-1644,-25,,,FND_1_profile (Line)  Pt 42,,27.82418,42,1/21/13 13:51
43 / 1 . ,4.203782,95.51398,99.71777,-12364,-1629,-25,,,FND_1_profile (Line)  Pt 43,,27.8369,43,1/21/13 13:52
44 / 1 . ,4.574216,95.21839,99.7926,-12364,-1614,-25,,,FND_1_profile (Line)  Pt 44,,27.85044,44,1/21/13 13:53
45 / 1 . ,5.083617,94.32525,99.40887,-12364,-1599,-25,,,FND_1_profile (Line)  Pt 45,,27.73281,45,1/21/13 13:55
46 / 1 . ,5.73397,93.83987,99.57384,-12364,-1584,-25,,,FND_1_profile (Line)  Pt 46,,27.766,46,1/21/13 13:56
47 / 1 . ,6.191082,93.49892,99.69,-12364,-1569,-25,,,FND_1_profile (Line)  Pt 47,,27.78938,47,1/21/13 13:57
48 / 1 . ,6.781537,92.82196,99.6035,-12364,-1554,-25,,,FND_1_profile (Line)  Pt 48,,27.75335,48,1/21/13 13:58
49 / 1 . ,7.421857,92.0694,99.49125,-12364,-1539,-25,,,FND_1_profile (Line)  Pt 49,,27.70911,49,1/21/13 14:00
50 / 1 . ,7.932042,91.56746,99.4995,-12364,-1524,-25,,,FND_1_profile (Line)  Pt 50,,27.70122,50,1/21/13 14:01
51 / 1 . ,8.787154,90.78,99.56715,-12364,-1509,-25,,,FND_1_profile (Line)  Pt 51,,27.70306,51,1/21/13 14:02
52 / 1 . ,9.384916,90.33442,99.71934,-12364,-1494,-25,,,FND_1_profile (Line)  Pt 52,,27.73372,52,1/21/13 14:03
53 / 1 . ,10.18403,89.51441,99.69844,-12364,-1479,-25,,,FND_1_profile (Line)  Pt 53,,27.71188,53,1/21/13 14:04
54 / 1 . ,11.07576,88.5745,99.65026,-12364,-1464,-24,,,FND_1_profile (Line)  Pt 54,,27.68056,54,1/21/13 14:06
55 / 1 . ,11.94758,87.55112,99.4987,-12364,-1449,-24,,,FND_1_profile (Line)  Pt 55,,27.62069,55,1/21/13 14:07
56 / 1 . ,12.7809,87.21964,100.0005,-12364,-1434,-24,,,FND_1_profile (Line)  Pt 56,,27.74454,56,1/21/13 14:08
57 / 1 . ,13.61657,85.99282,99.60939,-12364,-1419,-24,,,FND_1_profile (Line)  Pt 57,,27.6183,57,1/21/13 14:09
58 / 1 . ,14.5553,85.13901,99.69431,-12364,-1404,-24,,,FND_1_profile (Line)  Pt 58,,27.6233,58,1/21/13 14:11
59 / 1 . ,15.71827,84.13398,99.85225,-12364,-1389,-24,,,FND_1_profile (Line)  Pt 59,,27.64426,59,1/21/13 14:12
60 / 1 . ,16.48207,83.58457,100.0666,-12364,-1374,-24,,,FND_1_profile (Line)  Pt 60,,27.68902,60,1/21/13 14:13
61 / 1 . ,17.52395,82.61162,100.1356,-12364,-1359,-24,,,FND_1_profile (Line)  Pt 61,,27.68748,61,1/21/13 14:14
62 / 1 . ,18.70452,81.09196,99.79647,-12364,-1344,-24,,,FND_1_profile (Line)  Pt 62,,27.56892,62,1/21/13 14:16
63 / 1 . ,19.81134,80.47443,100.2858,-12364,-1329,-24,,,FND_1_profile (Line)  Pt 63,,27.68379,63,1/21/13 14:17
64 / 1 . ,20.68985,79.24567,99.93552,-12364,-1314,-24,,,FND_1_profile (Line)  Pt 64,,27.56815,64,1/21/13 14:18
65 / 1 . ,21.78618,78.19881,99.98499,-12364,-1299,-23,,,FND_1_profile (Line)  Pt 65,,27.56007,65,1/21/13 14:19
66 / 1 . ,23.19198,76.73516,99.92715,-12364,-1284,-23,,,FND_1_profile (Line)  Pt 66,,27.51576,66,1/21/13 14:20
67 / 1 . ,24.25234,75.72849,99.98083,-12364,-1269,-23,,,FND_1_profile (Line)  Pt 67,,27.50959,67,1/21/13 14:22
68 / 1 . ,25.30099,74.60835,99.90934,-12364,-1254,-23,,,FND_1_profile (Line)  Pt 68,,27.4686,68,1/21/13 14:23
69 / 1 . ,26.62931,73.27267,99.90199,-12364,-1239,-23,,,FND_1_profile (Line)  Pt 69,,27.43997,69,1/21/13 14:24
70 / 1 . ,27.93042,72.38277,100.3132,-12364,-1224,-23,,,FND_1_profile (Line)  Pt 70,,27.52909,70,1/21/13 14:25
71 / 1 . ,29.51842,70.6816,100.2,-12364,-1209,-23,,,FND_1_profile (Line)  Pt 71,,27.46564,71,1/21/13 14:27
72 / 1 . ,30.75289,69.36835,100.1212,-12364,-1194,-23,,,FND_1_profile (Line)  Pt 72,,27.41889,72,1/21/13 14:28
73 / 1 . ,32.21209,67.86072,100.0728,-12364,-1179,-23,,,FND_1_profile (Line)  Pt 73,,27.37614,73,1/21/13 14:29
74 / 1 . ,33.724,66.5388,100.2628,-12364,-1164,-23,,,FND_1_profile (Line)  Pt 74,,27.3991,74,1/21/13 14:30
75 / 1 . ,35.47518,65.27322,100.7484,-12364,-1149,-23,,,FND_1_profile (Line)  Pt 75,,27.50005,75,1/21/13 14:32
76 / 1 . ,36.93047,63.83323,100.7637,-12364,-1134,-23,,,FND_1_profile (Line)  Pt 76,,27.47523,76,1/21/13 14:33
77 / 1 . ,38.62255,62.07426,100.6968,-12364,-1119,-22,,,FND_1_profile (Line)  Pt 77,,27.42265,77,1/21/13 14:34
78 / 1 . ,40.36627,59.78041,100.1467,-12364,-1104,-22,,,FND_1_profile (Line)  Pt 78,,27.23375,78,1/21/13 14:35
79 / 1 . ,42.25692,58.02683,100.2837,-12364,-1089,-22,,,FND_1_profile (Line)  Pt 79,,27.23431,79,1/21/13 14:36
80 / 1 . ,44.42285,56.46028,100.8831,-12364,-1074,-22,,,FND_1_profile (Line)  Pt 80,,27.35882,80,1/21/13 14:38
81 / 1 . ,46.51407,54.22567,100.7397,-12364,-1059,-22,,,FND_1_profile (Line)  Pt 81,,27.27685,81,1/21/13 14:39
82 / 1 . ,48.67421,51.86922,100.5434,-12364,-1044,-22,,,FND_1_profile (Line)  Pt 82,,27.17868,82,1/21/13 14:40
83 / 1 . ,51.51116,49.23543,100.7466,-12364,-1029,-22,,,FND_1_profile (Line)  Pt 83,,27.17882,83,1/21/13 14:41
84 / 1 . ,53.91403,47.07204,100.9861,-12364,-1014,-22,,,FND_1_profile (Line)  Pt 84,,27.19782,84,1/21/13 14:43
85 / 1 . ,57.60853,44.32306,101.9316,-12364,-999,-22,,,FND_1_profile (Line)  Pt 85,,27.38867,85,1/21/13 14:44
86 / 1 . ,60.55124,40.84694,101.3982,-12364,-984,-22,,,FND_1_profile (Line)  Pt 86,,27.18047,86,1/21/13 14:45
87 / 1 . ,64.14088,37.25314,101.394,-12364,-969,-22,,,FND_1_profile (Line)  Pt 87,,27.10751,87,1/21/13 14:46
88 / 1 . ,67.62535,33.92978,101.5551,-12364,-954,-21,,,FND_1_profile (Line)  Pt 88,,27.08293,88,1/21/13 14:47
89 / 1 . ,72.06693,29.32531,101.3922,-12364,-939,-21,,,FND_1_profile (Line)  Pt 89,,26.94849,89,1/21/13 14:49
90 / 1 . ,76.95081,24.25905,101.2099,-12364,-924,-21,,,FND_1_profile (Line)  Pt 90,,26.79975,90,1/21/13 14:50
91 / 1 . ,81.94931,19.5595,101.5088,-12364,-909,-21,,,FND_1_profile (Line)  Pt 91,,26.78348,91,1/21/13 14:51
92 / 1 . ,86.49204,15.07827,101.5703,-12364,-894,-21,,,FND_1_profile (Line)  Pt 92,,26.70985,92,1/21/13 14:52
93 / 1 . ,90.53711,10.93618,101.4733,-12364,-879,-21,,,FND_1_profile (Line)  Pt 93,,26.60178,93,1/21/13 14:54
94 / 1 . ,94.58932,6.901438,101.4908,-12364,-864,-21,,,FND_1_profile (Line)  Pt 94,,26.52563,94,1/21/13 14:55
95 / 1 . ,97.23541,4.363789,101.5992,-12364,-849,-21,,,FND_1_profile (Line)  Pt 95,,26.50307,95,1/21/13 14:56
96 / 1 . ,99.01145,2.909113,101.9206,-12364,-834,-21,,,FND_1_profile (Line)  Pt 96,,26.55753,96,1/21/13 14:57
97 / 1 . ,99.68759,1.942427,101.63,-12364,-819,-21,,,FND_1_profile (Line)  Pt 97,,26.46265,97,1/21/13 14:59
98 / 1 . ,100.2953,1.394323,101.6896,-12364,-804,-21,,,FND_1_profile (Line)  Pt 98,,26.46718,98,1/21/13 15:00
99 / 1 . ,100.4463,1.091207,101.5375,-12364,-789,-21,,,FND_1_profile (Line)  Pt 99,,26.42158,99,1/21/13 15:01
100 / 1 . ,100.6088,1.037192,101.646,-12364,-774,-20,,,FND_1_profile (Line)  Pt 100,,26.44871,100,1/21/13 15:02
101 / 1 . ,99.99357,0.921318,100.9149,-12364,-759,-20,,,FND_1_profile (Line)  Pt 101,,26.2563,101,1/21/13 15:03
102 / 1 . ,100.6192,0.907934,101.5271,-12364,-744,-20,,,FND_1_profile (Line)  Pt 102,,26.41521,102,1/21/13 15:05
103 / 1 . ,100.5869,0.855688,101.4426,-12364,-729,-20,,,FND_1_profile (Line)  Pt 103,,26.39219,103,1/21/13 15:06
104 / 1 . ,100.6177,0.808954,101.4267,-12364,-714,-20,,,FND_1_profile (Line)  Pt 104,,26.38711,104,1/21/13 15:07
105 / 1 . ,100.9009,0.885924,101.7868,-12364,-699,-20,,,FND_1_profile (Line)  Pt 105,,26.4823,105,1/21/13 15:08
106 / 1 . ,100.7987,0.879091,101.6778,-12364,-684,-20,,,FND_1_profile (Line)  Pt 106,,26.45381,106,1/21/13 15:10
107 / 1 . ,101.3929,0.855604,102.2485,-12364,-669,-20,,,FND_1_profile (Line)  Pt 107,,26.60171,107,1/21/13 15:11
108 / 1 . ,100.8557,0.857625,101.7133,-12364,-654,-20,,,FND_1_profile (Line)  Pt 108,,26.46262,108,1/21/13 15:12
109 / 1 . ,101.1129,0.844272,101.9572,-12364,-639,-20,,,FND_1_profile (Line)  Pt 109,,26.52575,109,1/21/13 15:13
110 / 1 . ,100.457,0.88453,101.3415,-12364,-624,-20,,,FND_1_profile (Line)  Pt 110,,26.36648,110,1/21/13 15:14
111 / 1 . ,100.7533,0.836305,101.5896,-12364,-609,-19,,,FND_1_profile (Line)  Pt 111,,26.43002,111,1/21/13 15:16
112 / 1 . ,101.2337,0.866263,102.0999,-12364,-594,-19,,,FND_1_profile (Line)  Pt 112,,26.5633,112,1/21/13 15:17
113 / 1 . ,101.0183,0.846707,101.8651,-12364,-579,-19,,,FND_1_profile (Line)  Pt 113,,26.50185,113,1/21/13 15:18
114 / 1 . ,100.9776,0.831442,101.8091,-12364,-564,-19,,,FND_1_profile (Line)  Pt 114,,26.48699,114,1/21/13 15:19
115 / 1 . ,100.8264,0.863643,101.69,-12364,-549,-19,,,FND_1_profile (Line)  Pt 115,,26.45667,115,1/21/13 15:21
116 / 1 . ,100.7142,0.874958,101.5891,-12364,-534,-19,,,FND_1_profile (Line)  Pt 116,,26.43067,116,1/21/13 15:22
117 / 1 . ,100.7431,0.85267,101.5958,-12364,-519,-19,,,FND_1_profile (Line)  Pt 117,,26.43195,117,1/21/13 15:23
118 / 1 . ,101.2258,0.799251,102.0251,-12364,-504,-19,,,FND_1_profile (Line)  Pt 118,,26.54251,118,1/21/13 15:24
119 / 1 . ,100.8844,0.866012,101.7504,-12364,-489,-19,,,FND_1_profile (Line)  Pt 119,,26.47242,119,1/21/13 15:26
120 / 1 . ,100.5131,0.838842,101.3519,-12364,-474,-19,,,FND_1_profile (Line)  Pt 120,,26.36828,120,1/21/13 15:27
121 / 1 . ,100.8811,0.86032,101.7415,-12364,-459,-19,,,FND_1_profile (Line)  Pt 121,,26.46999,121,1/21/13 15:28
122 / 1 . ,100.8888,0.86473,101.7535,-12364,-444,-19,,,FND_1_profile (Line)  Pt 122,,26.4732,122,1/21/13 15:29
123 / 1 . ,100.8738,0.826377,101.7002,-12364,-429,-18,,,FND_1_profile (Line)  Pt 123,,26.45857,123,1/21/13 15:30
124 / 1 . ,100.9881,0.797142,101.7853,-12364,-414,-18,,,FND_1_profile (Line)  Pt 124,,26.48011,124,1/21/13 15:32
125 / 1 . ,101.0444,0.799956,101.8444,-12364,-399,-18,,,FND_1_profile (Line)  Pt 125,,26.49554,125,1/21/13 15:33
126 / 1 . ,100.7727,0.824979,101.5976,-12364,-384,-18,,,FND_1_profile (Line)  Pt 126,,26.43188,126,1/21/13 15:34
127 / 1 . ,101.0468,0.817495,101.8643,-12364,-369,-18,,,FND_1_profile (Line)  Pt 127,,26.50108,127,1/21/13 15:35
128 / 1 . ,100.3476,0.817,101.1646,-12364,-354,-18,,,FND_1_profile (Line)  Pt 128,,26.31913,128,1/21/13 15:37
129 / 1 . ,100.9804,0.497955,101.4784,-12364,-339,-18,,,FND_1_profile (Line)  Pt 129,,26.39433,129,1/21/13 15:38
130 / 1 . ,101.0238,0.833663,101.8574,-12364,-324,-18,,,FND_1_profile (Line)  Pt 130,,26.49961,130,1/21/13 15:39
131 / 1 . ,101.059,0.832493,101.8915,-12364,-309,-18,,,FND_1_profile (Line)  Pt 131,,26.50843,131,1/21/13 15:40
132 / 1 . ,101.1969,0.812596,102.0095,-12364,-294,-18,,,FND_1_profile (Line)  Pt 132,,26.53872,132,1/21/13 15:42
133 / 1 . ,101.0216,0.811587,101.8332,-12364,-279,-18,,,FND_1_profile (Line)  Pt 133,,26.49287,133,1/21/13 15:43
134 / 1 . ,101.0387,0.838732,101.8774,-12364,-264,-17,,,FND_1_profile (Line)  Pt 134,,26.50489,134,1/21/13 15:44
135 / 1 . ,100.806,0.832209,101.6382,-12364,-249,-17,,,FND_1_profile (Line)  Pt 135,,26.44259,135,1/21/13 15:45
136 / 1 . ,101.2182,0.741773,101.96,-12364,-234,-17,,,FND_1_profile (Line)  Pt 136,,26.52443,136,1/21/13 15:47
137 / 1 . ,100.7462,0.818527,101.5647,-12364,-219,-17,,,FND_1_profile (Line)  Pt 137,,26.4232,137,1/21/13 15:48
138 / 1 . ,101.2058,0.776262,101.982,-12364,-204,-17,,,FND_1_profile (Line)  Pt 138,,26.53085,138,1/21/13 15:49
139 / 1 . ,101.2638,0.799065,102.0629,-12364,-189,-17,,,FND_1_profile (Line)  Pt 139,,26.55232,139,1/21/13 15:50
140 / 1 . ,100.6807,0.828967,101.5097,-12364,-174,-17,,,FND_1_profile (Line)  Pt 140,,26.4091,140,1/21/13 15:51
141 / 1 . ,100.9958,0.845073,101.8409,-12364,-159,-17,,,FND_1_profile (Line)  Pt 141,,26.49554,141,1/21/13 15:53
142 / 1 . ,100.9019,0.76602,101.6679,-12364,-144,-17,,,FND_1_profile (Line)  Pt 142,,26.44898,142,1/21/13 15:54
143 / 1 . ,99.92634,0.801301,100.7276,-12364,-129,-17,,,FND_1_profile (Line)  Pt 143,,26.20521,143,1/21/13 15:55
144 / 1 . ,101.0973,0.838341,101.9357,-12364,-114,-17,,,FND_1_profile (Line)  Pt 144,,26.52004,144,1/21/13 15:56
145 / 1 . ,101.2203,0.819596,102.0399,-12364,-99,-17,,,FND_1_profile (Line)  Pt 145,,26.54676,145,1/21/13 15:58
146 / 1 . ,100.7808,0.800856,101.5817,-12364,-84,-16,,,FND_1_profile (Line)  Pt 146,,26.42725,146,1/21/13 15:59
147 / 1 . ,100.757,0.820284,101.5773,-12364,-69,-16,,,FND_1_profile (Line)  Pt 147,,26.4265,147,1/21/13 16:00
148 / 1 . ,101.044,0.807444,101.8514,-12364,-54,-16,,,FND_1_profile (Line)  Pt 148,,26.49752,148,1/21/13 16:01
149 / 1 . ,100.6076,0.868839,101.4764,-12364,-39,-16,,,FND_1_profile (Line)  Pt 149,,26.40125,149,1/21/13 16:03
150 / 1 . ,101.0954,0.825888,101.9213,-12364,-24,-16,,,FND_1_profile (Line)  Pt 150,,26.51605,150,1/21/13 16:04
151 / 1 . ,100.6971,0.812526,101.5097,-12364,-9,-16,,,FND_1_profile (Line)  Pt 151,,26.40876,151,1/21/13 16:05
152 / 1 . ,100.8885,0.840309,101.7288,-12364,6,-16,,,FND_1_profile (Line)  Pt 152,,26.46629,152,1/21/13 16:06
153 / 1 . ,101.0212,0.824809,101.846,-12364,21,-16,,,FND_1_profile (Line)  Pt 153,,26.49645,153,1/21/13 16:07
154 / 1 . ,100.7909,0.828576,101.6195,-12364,36,-16,,,FND_1_profile (Line)  Pt 154,,26.43764,154,1/21/13 16:09
155 / 1 . ,100.333,0.888078,101.221,-12364,51,-16,,,FND_1_profile (Line)  Pt 155,,26.33523,155,1/21/13 16:10
156 / 1 . ,100.3434,0.870934,101.2144,-12364,66,-16,,,FND_1_profile (Line)  Pt 156,,26.33315,156,1/21/13 16:11
157 / 1 . ,100.4037,0.861791,101.2655,-12364,81,-16,,,FND_1_profile (Line)  Pt 157,,26.34627,157,1/21/13 16:12
158 / 1 . ,99.98389,0.890219,100.8741,-12364,96,-15,,,FND_1_profile (Line)  Pt 158,,26.24508,158,1/21/13 16:14
159 / 1 . ,100.5841,0.885846,101.47,-12364,111,-15,,,FND_1_profile (Line)  Pt 159,,26.39991,159,1/21/13 16:15
160 / 1 . ,99.27421,0.932019,100.2062,-12364,126,-15,,,FND_1_profile (Line)  Pt 160,,26.07226,160,1/21/13 16:16
161 / 1 . ,100.3272,0.900729,101.228,-12364,141,-15,,,FND_1_profile (Line)  Pt 161,,26.33728,161,1/21/13 16:17
162 / 1 . ,101.1848,0.926707,102.1115,-12364,156,-15,,,FND_1_profile (Line)  Pt 162,,26.56752,162,1/21/13 16:19
163 / 1 . ,100.3097,0.900158,101.2099,-12364,171,-15,,,FND_1_profile (Line)  Pt 163,,26.33257,163,1/21/13 16:20
164 / 1 . ,100.5527,0.924964,101.4776,-12364,186,-15,,,FND_1_profile (Line)  Pt 164,,26.40269,164,1/21/13 16:21
