DataSet/Point,Fe,Ni,Total,X,Y,Z,Beam X,Beam Y,Comment,Distance (Âµ),Mean Z,Point#,Date
165 / 1 . ,100.9712,0.911044,101.8822,-12364,201,-15,,,FND_1_profile (Line)  Pt 165,,26.5076,165,1/21/13 16:22
166 / 1 . ,100.4958,0.95257,101.4483,-12364,216,-15,,,FND_1_profile (Line)  Pt 166,,26.39562,166,1/21/13 16:24
167 / 1 . ,100.5331,0.957651,101.4908,-12364,231,-15,,,FND_1_profile (Line)  Pt 167,,26.40676,167,1/21/13 16:25
168 / 1 . ,100.2271,0.95717,101.1843,-12364,246,-15,,,FND_1_profile (Line)  Pt 168,,26.32707,168,1/21/13 16:26
169 / 1 . ,100.0668,0.95575,101.0226,-12364,261,-14,,,FND_1_profile (Line)  Pt 169,,26.28499,169,1/21/13 16:27
170 / 1 . ,100.26,0.983735,101.2438,-12364,276,-14,,,FND_1_profile (Line)  Pt 170,,26.34306,170,1/21/13 16:28
171 / 1 . ,100.373,0.940939,101.3139,-12364,291,-14,,,FND_1_profile (Line)  Pt 171,,26.36043,171,1/21/13 16:30
172 / 1 . ,100.5769,0.948826,101.5257,-12364,306,-14,,,FND_1_profile (Line)  Pt 172,,26.41566,172,1/21/13 16:31
173 / 1 . ,100.2899,0.966492,101.2564,-12364,321,-14,,,FND_1_profile (Line)  Pt 173,,26.34599,173,1/21/13 16:32
174 / 1 . ,100.559,0.949416,101.5084,-12364,336,-14,,,FND_1_profile (Line)  Pt 174,,26.41118,174,1/21/13 16:33
175 / 1 . ,99.94955,0.951273,100.9008,-12364,351,-14,,,FND_1_profile (Line)  Pt 175,,26.25324,175,1/21/13 16:35
176 / 1 . ,100.4428,0.970625,101.4135,-12364,366,-14,,,FND_1_profile (Line)  Pt 176,,26.38691,176,1/21/13 16:36
177 / 1 . ,100.6751,0.976997,101.6521,-12364,381,-14,,,FND_1_profile (Line)  Pt 177,,26.44909,177,1/21/13 16:37
178 / 1 . ,100.6938,0.969009,101.6628,-12364,396,-14,,,FND_1_profile (Line)  Pt 178,,26.45172,178,1/21/13 16:38
179 / 1 . ,100.4082,0.959355,101.3675,-12364,411,-14,,,FND_1_profile (Line)  Pt 179,,26.37474,179,1/21/13 16:40
180 / 1 . ,100.696,0.980412,101.6764,-12364,426,-14,,,FND_1_profile (Line)  Pt 180,,26.45546,180,1/21/13 16:41
181 / 1 . ,100.5669,0.921462,101.4883,-12364,441,-13,,,FND_1_profile (Line)  Pt 181,,26.4054,181,1/21/13 16:42
182 / 1 . ,14.27017,0.080387,14.35056,-12364,456,-13,,,FND_1_profile (Line)  Pt 182,,3.732753,182,1/21/13 16:43
183 / 1 . ,100.7676,0.899935,101.6675,-12364,471,-13,,,FND_1_profile (Line)  Pt 183,,26.45155,183,1/21/13 16:45
184 / 1 . ,99.9832,0.918994,100.9022,-12364,486,-13,,,FND_1_profile (Line)  Pt 184,,26.25295,184,1/21/13 16:46
185 / 1 . ,100.9651,0.966158,101.9312,-12364,501,-13,,,FND_1_profile (Line)  Pt 185,,26.52144,185,1/21/13 16:47
186 / 1 . ,0.964954,98.61167,99.57662,13478,1503,-104,,,FND_2_profile (Line)  Pt 1,,27.86216,186,1/21/13 16:48
187 / 1 . ,1.000879,98.96952,99.9704,13478,1488,-104,,,FND_2_profile (Line)  Pt 2,,27.97169,187,1/21/13 16:49
188 / 1 . ,0.981018,98.5803,99.56133,13478,1473,-104,,,FND_2_profile (Line)  Pt 3,,27.85755,188,1/21/13 16:51
189 / 1 . ,1.018037,98.03034,99.04838,13478,1458,-104,,,FND_2_profile (Line)  Pt 4,,27.71318,189,1/21/13 16:52
190 / 1 . ,1.019023,99.19567,100.2147,13478,1443,-104,,,FND_2_profile (Line)  Pt 5,,28.03973,190,1/21/13 16:53
191 / 1 . ,0.978667,98.65685,99.63552,13478,1428,-104,,,FND_2_profile (Line)  Pt 6,,27.87837,191,1/21/13 16:54
192 / 1 . ,1.018937,98.33601,99.35495,13478,1413,-104,,,FND_2_profile (Line)  Pt 7,,27.79901,192,1/21/13 16:56
193 / 1 . ,1.049779,98.82367,99.87344,13478,1398,-103,,,FND_2_profile (Line)  Pt 8,,27.94357,193,1/21/13 16:57
194 / 1 . ,1.034401,98.53194,99.56634,13478,1383,-103,,,FND_2_profile (Line)  Pt 9,,27.85789,194,1/21/13 16:58
195 / 1 . ,1.073749,99.17666,100.2504,13478,1368,-103,,,FND_2_profile (Line)  Pt 10,,28.04864,195,1/21/13 16:59
196 / 1 . ,1.123753,99.40735,100.5311,13478,1353,-103,,,FND_2_profile (Line)  Pt 11,,28.12623,196,1/21/13 17:01
197 / 1 . ,1.094541,98.9213,100.0158,13478,1338,-103,,,FND_2_profile (Line)  Pt 12,,27.98254,197,1/21/13 17:02
198 / 1 . ,1.13841,98.87281,100.0112,13478,1323,-103,,,FND_2_profile (Line)  Pt 13,,27.98037,198,1/21/13 17:03
199 / 1 . ,1.127015,99.13818,100.2652,13478,1308,-103,,,FND_2_profile (Line)  Pt 14,,28.05171,199,1/21/13 17:04
200 / 1 . ,1.18846,98.89515,100.0836,13478,1293,-103,,,FND_2_profile (Line)  Pt 15,,27.99964,200,1/21/13 17:06
201 / 1 . ,1.205877,98.79764,100.0035,13478,1278,-103,,,FND_2_profile (Line)  Pt 16,,27.97687,201,1/21/13 17:07
202 / 1 . ,1.236998,98.5742,99.8112,13478,1263,-103,,,FND_2_profile (Line)  Pt 17,,27.9224,202,1/21/13 17:08
203 / 1 . ,1.296812,98.80169,100.0985,13478,1248,-103,,,FND_2_profile (Line)  Pt 18,,28.00164,203,1/21/13 17:09
204 / 1 . ,1.287624,98.92453,100.2122,13478,1233,-103,,,FND_2_profile (Line)  Pt 19,,28.03365,204,1/21/13 17:10
205 / 1 . ,1.334589,98.75623,100.0908,13478,1218,-102,,,FND_2_profile (Line)  Pt 20,,27.99874,205,1/21/13 17:12
206 / 1 . ,1.410661,98.85909,100.2697,13478,1203,-102,,,FND_2_profile (Line)  Pt 21,,28.04732,206,1/21/13 17:13
207 / 1 . ,1.455693,98.43433,99.89003,13478,1188,-102,,,FND_2_profile (Line)  Pt 22,,27.94009,207,1/21/13 17:14
208 / 1 . ,1.500255,98.64084,100.1411,13478,1173,-102,,,FND_2_profile (Line)  Pt 23,,28.0095,208,1/21/13 17:15
209 / 1 . ,1.563325,98.78828,100.3516,13478,1158,-102,,,FND_2_profile (Line)  Pt 24,,28.06718,209,1/21/13 17:17
210 / 1 . ,1.641181,98.86236,100.5035,13478,1143,-102,,,FND_2_profile (Line)  Pt 25,,28.10817,210,1/21/13 17:18
211 / 1 . ,1.738411,98.67947,100.4179,13478,1128,-102,,,FND_2_profile (Line)  Pt 26,,28.08224,211,1/21/13 17:19
212 / 1 . ,1.751532,98.61086,100.3624,13478,1113,-102,,,FND_2_profile (Line)  Pt 27,,28.06644,212,1/21/13 17:20
213 / 1 . ,1.855273,98.40871,100.264,13478,1098,-102,,,FND_2_profile (Line)  Pt 28,,28.03681,213,1/21/13 17:22
214 / 1 . ,1.907095,97.99567,99.90276,13478,1083,-102,,,FND_2_profile (Line)  Pt 29,,27.93463,214,1/21/13 17:23
215 / 1 . ,2.008037,98.28139,100.2894,13478,1068,-102,,,FND_2_profile (Line)  Pt 30,,28.04088,215,1/21/13 17:24
216 / 1 . ,2.073761,98.13464,100.2084,13478,1053,-102,,,FND_2_profile (Line)  Pt 31,,28.01688,216,1/21/13 17:25
217 / 1 . ,2.192372,98.4152,100.6076,13478,1038,-102,,,FND_2_profile (Line)  Pt 32,,28.12627,217,1/21/13 17:26
218 / 1 . ,2.368528,97.89984,100.2684,13478,1023,-101,,,FND_2_profile (Line)  Pt 33,,28.02777,218,1/21/13 17:28
219 / 1 . ,2.484931,97.94184,100.4268,13478,1008,-101,,,FND_2_profile (Line)  Pt 34,,28.0698,219,1/21/13 17:29
220 / 1 . ,2.60491,97.71977,100.3247,13478,993,-101,,,FND_2_profile (Line)  Pt 35,,28.03881,220,1/21/13 17:30
221 / 1 . ,2.710589,97.84033,100.5509,13478,978,-101,,,FND_2_profile (Line)  Pt 36,,28.10005,221,1/21/13 17:31
222 / 1 . ,2.869503,97.43098,100.3005,13478,963,-101,,,FND_2_profile (Line)  Pt 37,,28.02675,222,1/21/13 17:33
223 / 1 . ,3.010013,97.17473,100.1847,13478,948,-101,,,FND_2_profile (Line)  Pt 38,,27.99153,223,1/21/13 17:34
224 / 1 . ,3.169926,97.29774,100.4677,13478,933,-101,,,FND_2_profile (Line)  Pt 39,,28.06755,224,1/21/13 17:35
225 / 1 . ,3.358244,97.6837,101.0419,13478,918,-101,,,FND_2_profile (Line)  Pt 40,,28.22458,225,1/21/13 17:36
226 / 1 . ,3.497806,96.44804,99.94585,13478,903,-101,,,FND_2_profile (Line)  Pt 41,,27.91488,226,1/21/13 17:38
227 / 1 . ,3.714915,96.44724,100.1622,13478,888,-101,,,FND_2_profile (Line)  Pt 42,,27.97111,227,1/21/13 17:39
228 / 1 . ,3.908759,96.21777,100.1265,13478,873,-101,,,FND_2_profile (Line)  Pt 43,,27.95725,228,1/21/13 17:40
229 / 1 . ,4.121301,96.12245,100.2437,13478,858,-101,,,FND_2_profile (Line)  Pt 44,,27.98582,229,1/21/13 17:41
230 / 1 . ,4.407125,95.24593,99.65305,13478,843,-100,,,FND_2_profile (Line)  Pt 45,,27.81471,230,1/21/13 17:43
231 / 1 . ,4.535997,95.42955,99.96555,13478,828,-100,,,FND_2_profile (Line)  Pt 46,,27.89963,231,1/21/13 17:44
232 / 1 . ,4.785255,95.32062,100.1059,13478,813,-100,,,FND_2_profile (Line)  Pt 47,,27.93394,232,1/21/13 17:45
233 / 1 . ,5.072777,94.7665,99.83928,13478,798,-100,,,FND_2_profile (Line)  Pt 48,,27.85354,233,1/21/13 17:46
234 / 1 . ,5.332885,94.50735,99.84024,13478,783,-100,,,FND_2_profile (Line)  Pt 49,,27.84861,234,1/21/13 17:48
235 / 1 . ,5.611386,93.92495,99.53634,13478,768,-100,,,FND_2_profile (Line)  Pt 50,,27.75795,235,1/21/13 17:49
236 / 1 . ,5.941094,94.29523,100.2363,13478,753,-100,,,FND_2_profile (Line)  Pt 51,,27.94735,236,1/21/13 17:50
237 / 1 . ,6.148902,93.93996,100.0889,13478,738,-100,,,FND_2_profile (Line)  Pt 52,,27.9019,237,1/21/13 17:51
238 / 1 . ,6.521715,93.46001,99.98172,13478,723,-100,,,FND_2_profile (Line)  Pt 53,,27.86445,238,1/21/13 17:52
239 / 1 . ,6.838156,93.53126,100.3694,13478,708,-100,,,FND_2_profile (Line)  Pt 54,,27.96667,239,1/21/13 17:54
240 / 1 . ,7.116276,92.7951,99.91138,13478,693,-100,,,FND_2_profile (Line)  Pt 55,,27.83286,240,1/21/13 17:55
241 / 1 . ,7.53806,92.81816,100.3562,13478,678,-100,,,FND_2_profile (Line)  Pt 56,,27.94898,241,1/21/13 17:56
242 / 1 . ,7.960032,91.8503,99.81033,13478,663,-99,,,FND_2_profile (Line)  Pt 57,,27.78769,242,1/21/13 17:57
243 / 1 . ,8.30112,91.80617,100.1073,13478,648,-99,,,FND_2_profile (Line)  Pt 58,,27.86402,243,1/21/13 17:59
244 / 1 . ,8.578279,91.35151,99.92979,13478,633,-99,,,FND_2_profile (Line)  Pt 59,,27.80877,244,1/21/13 18:00
245 / 1 . ,9.009183,90.8833,99.89249,13478,618,-99,,,FND_2_profile (Line)  Pt 60,,27.78971,245,1/21/13 18:01
246 / 1 . ,9.387551,90.88499,100.2725,13478,603,-99,,,FND_2_profile (Line)  Pt 61,,27.88856,246,1/21/13 18:02
247 / 1 . ,9.82788,90.33221,100.1601,13478,588,-99,,,FND_2_profile (Line)  Pt 62,,27.84827,247,1/21/13 18:04
248 / 1 . ,10.26188,90.14777,100.4097,13478,573,-99,,,FND_2_profile (Line)  Pt 63,,27.90946,248,1/21/13 18:05
249 / 1 . ,10.57867,89.54698,100.1256,13478,558,-99,,,FND_2_profile (Line)  Pt 64,,27.82361,249,1/21/13 18:06
250 / 1 . ,11.12519,88.87356,99.99875,13478,543,-99,,,FND_2_profile (Line)  Pt 65,,27.77715,250,1/21/13 18:07
251 / 1 . ,11.41863,88.65553,100.0742,13478,528,-99,,,FND_2_profile (Line)  Pt 66,,27.79239,251,1/21/13 18:09
252 / 1 . ,11.99611,88.1336,100.1297,13478,513,-99,,,FND_2_profile (Line)  Pt 67,,27.7964,252,1/21/13 18:10
253 / 1 . ,12.4231,87.75819,100.1813,13478,498,-99,,,FND_2_profile (Line)  Pt 68,,27.8023,253,1/21/13 18:11
254 / 1 . ,12.84437,87.14127,99.98564,13478,483,-99,,,FND_2_profile (Line)  Pt 69,,27.73909,254,1/21/13 18:12
255 / 1 . ,13.34459,86.39439,99.73898,13478,468,-98,,,FND_2_profile (Line)  Pt 70,,27.66002,255,1/21/13 18:14
256 / 1 . ,13.86588,86.03815,99.90402,13478,453,-98,,,FND_2_profile (Line)  Pt 71,,27.69581,256,1/21/13 18:15
257 / 1 . ,14.46893,85.7028,100.1717,13478,438,-98,,,FND_2_profile (Line)  Pt 72,,27.75871,257,1/21/13 18:16
258 / 1 . ,15.07714,84.93807,100.0152,13478,423,-98,,,FND_2_profile (Line)  Pt 73,,27.70272,258,1/21/13 18:17
259 / 1 . ,15.2992,84.56556,99.86475,13478,408,-98,,,FND_2_profile (Line)  Pt 74,,27.65615,259,1/21/13 18:19
260 / 1 . ,15.94662,84.31328,100.2599,13478,393,-98,,,FND_2_profile (Line)  Pt 75,,27.75384,260,1/21/13 18:20
261 / 1 . ,16.49619,83.47779,99.97398,13478,378,-98,,,FND_2_profile (Line)  Pt 76,,27.66279,261,1/21/13 18:21
262 / 1 . ,17.06514,83.063,100.1281,13478,363,-98,,,FND_2_profile (Line)  Pt 77,,27.69458,262,1/21/13 18:22
263 / 1 . ,17.59102,82.53713,100.1282,13478,348,-98,,,FND_2_profile (Line)  Pt 78,,27.68406,263,1/21/13 18:24
264 / 1 . ,18.16389,82.12637,100.2903,13478,333,-98,,,FND_2_profile (Line)  Pt 79,,27.71799,264,1/21/13 18:25
265 / 1 . ,18.80579,81.56964,100.3754,13478,318,-98,,,FND_2_profile (Line)  Pt 80,,27.72901,265,1/21/13 18:26
266 / 1 . ,19.34908,80.90117,100.2502,13478,303,-98,,,FND_2_profile (Line)  Pt 81,,27.68309,266,1/21/13 18:27
267 / 1 . ,19.92565,80.2333,100.1589,13478,288,-97,,,FND_2_profile (Line)  Pt 82,,27.64599,267,1/21/13 18:28
268 / 1 . ,20.53694,79.83569,100.3726,13478,273,-97,,,FND_2_profile (Line)  Pt 83,,27.6936,268,1/21/13 18:30
269 / 1 . ,21.13945,78.89149,100.0309,13478,258,-97,,,FND_2_profile (Line)  Pt 84,,27.58587,269,1/21/13 18:31
270 / 1 . ,21.75548,78.21794,99.97342,13478,243,-97,,,FND_2_profile (Line)  Pt 85,,27.55745,270,1/21/13 18:32
271 / 1 . ,22.50789,78.06067,100.5686,13478,228,-97,,,FND_2_profile (Line)  Pt 86,,27.70904,271,1/21/13 18:33
272 / 1 . ,23.14093,77.28008,100.421,13478,213,-97,,,FND_2_profile (Line)  Pt 87,,27.65506,272,1/21/13 18:35
273 / 1 . ,23.84885,76.70573,100.5546,13478,198,-97,,,FND_2_profile (Line)  Pt 88,,27.67831,273,1/21/13 18:36
274 / 1 . ,24.45825,76.08148,100.5397,13478,183,-97,,,FND_2_profile (Line)  Pt 89,,27.66196,274,1/21/13 18:37
275 / 1 . ,25.04892,75.37024,100.4192,13478,168,-97,,,FND_2_profile (Line)  Pt 90,,27.61639,275,1/21/13 18:38
276 / 1 . ,25.58371,75.03099,100.6147,13478,153,-97,,,FND_2_profile (Line)  Pt 91,,27.66044,276,1/21/13 18:40
277 / 1 . ,26.50771,74.15721,100.6649,13478,138,-97,,,FND_2_profile (Line)  Pt 92,,27.65602,277,1/21/13 18:41
278 / 1 . ,27.30416,73.17272,100.4769,13478,123,-97,,,FND_2_profile (Line)  Pt 93,,27.58744,278,1/21/13 18:42
279 / 1 . ,28.02383,72.88969,100.9135,13478,108,-97,,,FND_2_profile (Line)  Pt 94,,27.69531,279,1/21/13 18:43
280 / 1 . ,28.45014,71.8974,100.3475,13478,93,-96,,,FND_2_profile (Line)  Pt 95,,27.52831,280,1/21/13 18:45
281 / 1 . ,29.34936,70.77231,100.1217,13478,78,-96,,,FND_2_profile (Line)  Pt 96,,27.44708,281,1/21/13 18:46
282 / 1 . ,30.16827,70.51086,100.6791,13478,63,-96,,,FND_2_profile (Line)  Pt 97,,27.58679,282,1/21/13 18:47
283 / 1 . ,30.97348,69.64568,100.6192,13478,48,-96,,,FND_2_profile (Line)  Pt 98,,27.5539,283,1/21/13 18:48
284 / 1 . ,31.78505,68.86359,100.6486,13478,33,-96,,,FND_2_profile (Line)  Pt 99,,27.54592,284,1/21/13 18:50
285 / 1 . ,32.48948,68.33669,100.8262,13478,18,-96,,,FND_2_profile (Line)  Pt 100,,27.58154,285,1/21/13 18:51
286 / 1 . ,33.58189,67.37267,100.9546,13478,3,-96,,,FND_2_profile (Line)  Pt 101,,27.59564,286,1/21/13 18:52
287 / 1 . ,34.03826,66.67654,100.7148,13478,-12,-96,,,FND_2_profile (Line)  Pt 102,,27.51938,287,1/21/13 18:53
288 / 1 . ,34.87771,65.77316,100.6509,13478,-27,-96,,,FND_2_profile (Line)  Pt 103,,27.48469,288,1/21/13 18:54
289 / 1 . ,35.9294,64.84875,100.7782,13478,-42,-96,,,FND_2_profile (Line)  Pt 104,,27.49929,289,1/21/13 18:56
290 / 1 . ,36.98994,64.0057,100.9957,13478,-57,-96,,,FND_2_profile (Line)  Pt 105,,27.53898,290,1/21/13 18:57
291 / 1 . ,37.51051,63.08456,100.5951,13478,-72,-96,,,FND_2_profile (Line)  Pt 106,,27.41641,291,1/21/13 18:58
292 / 1 . ,38.62851,62.07122,100.6997,13478,-87,-95,,,FND_2_profile (Line)  Pt 107,,27.42335,292,1/21/13 18:59
293 / 1 . ,39.76162,61.25098,101.0126,13478,-102,-95,,,FND_2_profile (Line)  Pt 108,,27.4883,293,1/21/13 19:01
294 / 1 . ,40.63917,60.19154,100.8307,13478,-117,-95,,,FND_2_profile (Line)  Pt 109,,27.41982,294,1/21/13 19:02
295 / 1 . ,41.65326,59.18754,100.8408,13478,-132,-95,,,FND_2_profile (Line)  Pt 110,,27.40236,295,1/21/13 19:03
296 / 1 . ,42.51018,58.07793,100.5881,13478,-147,-95,,,FND_2_profile (Line)  Pt 111,,27.31447,296,1/21/13 19:04
297 / 1 . ,43.60678,57.22434,100.8311,13478,-162,-95,,,FND_2_profile (Line)  Pt 112,,27.36058,297,1/21/13 19:06
298 / 1 . ,44.88758,56.44903,101.3366,13478,-177,-95,,,FND_2_profile (Line)  Pt 113,,27.4765,298,1/21/13 19:07
299 / 1 . ,46.11347,55.00505,101.1185,13478,-192,-95,,,FND_2_profile (Line)  Pt 114,,27.39092,299,1/21/13 19:08
300 / 1 . ,47.21028,54.01075,101.221,13478,-207,-95,,,FND_2_profile (Line)  Pt 115,,27.39768,300,1/21/13 19:09
301 / 1 . ,48.34991,52.60047,100.9504,13478,-222,-95,,,FND_2_profile (Line)  Pt 116,,27.29911,301,1/21/13 19:11
302 / 1 . ,49.59575,51.52654,101.1223,13478,-237,-95,,,FND_2_profile (Line)  Pt 117,,27.32232,302,1/21/13 19:12
303 / 1 . ,51.07201,49.93301,101.005,13478,-252,-95,,,FND_2_profile (Line)  Pt 118,,27.25997,303,1/21/13 19:13
304 / 1 . ,52.2295,48.70998,100.9395,13478,-267,-95,,,FND_2_profile (Line)  Pt 119,,27.21847,304,1/21/13 19:14
305 / 1 . ,53.39239,47.51181,100.9042,13478,-282,-94,,,FND_2_profile (Line)  Pt 120,,27.18533,305,1/21/13 19:16
306 / 1 . ,55.05045,45.76593,100.8164,13478,-297,-94,,,FND_2_profile (Line)  Pt 121,,27.12757,306,1/21/13 19:17
307 / 1 . ,56.36372,44.4833,100.847,13478,-312,-94,,,FND_2_profile (Line)  Pt 122,,27.10989,307,1/21/13 19:18
308 / 1 . ,57.9915,42.7619,100.7534,13478,-327,-94,,,FND_2_profile (Line)  Pt 123,,27.05112,308,1/21/13 19:19
309 / 1 . ,59.7184,41.34367,101.0621,13478,-342,-94,,,FND_2_profile (Line)  Pt 124,,27.10301,309,1/21/13 19:21
310 / 1 . ,61.24694,39.30251,100.5494,13478,-357,-94,,,FND_2_profile (Line)  Pt 125,,26.92891,310,1/21/13 19:22
311 / 1 . ,63.70823,37.70075,101.409,13478,-372,-94,,,FND_2_profile (Line)  Pt 126,,27.12035,311,1/21/13 19:23
312 / 1 . ,65.06483,35.98885,101.0537,13478,-387,-94,,,FND_2_profile (Line)  Pt 127,,26.99374,312,1/21/13 19:24
313 / 1 . ,67.23341,34.17597,101.4094,13478,-402,-94,,,FND_2_profile (Line)  Pt 128,,27.04996,313,1/21/13 19:26
314 / 1 . ,69.23838,32.05886,101.2972,13478,-417,-94,,,FND_2_profile (Line)  Pt 129,,26.97846,314,1/21/13 19:27
315 / 1 . ,71.11321,30.0317,101.1449,13478,-432,-94,,,FND_2_profile (Line)  Pt 130,,26.89831,315,1/21/13 19:28
316 / 1 . ,71.52451,27.44116,98.96567,13478,-447,-94,,,FND_2_profile (Line)  Pt 131,,26.2799,316,1/21/13 19:29
317 / 1 . ,75.73245,25.65533,101.3878,13478,-462,-93,,,FND_2_profile (Line)  Pt 132,,26.87393,317,1/21/13 19:30
318 / 1 . ,77.79385,23.29367,101.0875,13478,-477,-93,,,FND_2_profile (Line)  Pt 133,,26.74863,318,1/21/13 19:32
319 / 1 . ,80.62544,21.07599,101.7014,13478,-492,-93,,,FND_2_profile (Line)  Pt 134,,26.86389,319,1/21/13 19:33
320 / 1 . ,82.39224,19.10765,101.4999,13478,-507,-93,,,FND_2_profile (Line)  Pt 135,,26.77212,320,1/21/13 19:34
321 / 1 . ,85.09051,16.83356,101.9241,13478,-522,-93,,,FND_2_profile (Line)  Pt 136,,26.83693,321,1/21/13 19:35
322 / 1 . ,86.60862,14.71722,101.3258,13478,-537,-93,,,FND_2_profile (Line)  Pt 137,,26.63906,322,1/21/13 19:37
323 / 1 . ,88.23502,12.63007,100.8651,13478,-552,-93,,,FND_2_profile (Line)  Pt 138,,26.47752,323,1/21/13 19:38
324 / 1 . ,91.07489,11.00061,102.0755,13478,-567,-93,,,FND_2_profile (Line)  Pt 139,,26.75964,324,1/21/13 19:39
325 / 1 . ,92.58742,9.219988,101.8074,13478,-582,-93,,,FND_2_profile (Line)  Pt 140,,26.65433,325,1/21/13 19:40
326 / 1 . ,94.27711,7.729377,102.0065,13478,-597,-93,,,FND_2_profile (Line)  Pt 141,,26.67627,326,1/21/13 19:42
327 / 1 . ,95.95749,6.444598,102.4021,13478,-612,-93,,,FND_2_profile (Line)  Pt 142,,26.75343,327,1/21/13 19:43
328 / 1 . ,96.14642,5.472312,101.6187,13478,-627,-93,,,FND_2_profile (Line)  Pt 143,,26.53032,328,1/21/13 19:44
329 / 1 . ,97.23345,4.477123,101.7106,13478,-642,-93,,,FND_2_profile (Line)  Pt 144,,26.53429,329,1/21/13 19:45
