NAME,MUNI_TYPE,POP_1990,POP_2000,POP_2010,Pop_Density_1990,Pop_Density_2000,Pop_Density_2010,Pop_Dens_change_90-00,Pop_Dens_change_00-10,Pop_Dens_change_90-10,Area_square_miles,Longitude,Latitude
Saratoga,town,5069,5141,5674,118.557,120.241,132.707,1.684,12.466,14.150,42.756,-73.647496,43.060221
Saratoga Springs,city,25001,26186,26586,864.675,905.659,919.493,40.984,13.834,54.818,28.914,-73.777273,43.067493
Sardinia,town,2667,2692,2775,52.802,53.297,54.940,0.495,1.643,2.138,50.509,-78.549337,42.561797
Saugerties,town,18467,19868,19482,271.449,292.043,286.369,20.594,-5.674,14.920,68.031,-73.996809,42.089231
Savannah,town,1768,1838,1730,48.881,50.817,47.831,1.935,-2.986,-1.051,36.169,-76.757779,43.079916
Scarsdale,town,16987,17823,17166,2544.784,2670.024,2571.600,125.239,-98.424,26.816,6.675,-73.777367,40.990277
Schaghticoke,town,7574,7456,7679,145.879,143.606,147.902,-2.273,4.295,2.022,51.920,-73.611568,42.884854
Schenectady,city,65566,61821,66135,5983.828,5642.044,6035.757,-341.784,393.714,51.929,10.957,-73.927459,42.802462
Schodack,town,11839,12536,12794,186.159,197.118,201.175,10.960,4.057,15.017,63.596,-73.685837,42.529683
Schoharie,town,3369,3299,3205,112.494,110.157,107.018,-2.337,-3.139,-5.476,29.948,-74.313088,42.680529
Schroeppel,town,8931,8566,8501,207.057,198.595,197.088,-8.462,-1.507,-9.969,43.133,-76.274767,43.265036
Schroon,town,1721,1759,1654,12.133,12.400,11.660,0.268,-0.740,-0.472,141.850,-73.766134,43.849932
Schuyler,town,3508,3385,3420,87.591,84.520,85.394,-3.071,0.874,-2.197,40.050,-75.090816,43.105134
Schuyler Falls,town,4787,5128,5181,128.472,137.624,139.047,9.152,1.422,10.574,37.261,-73.584244,44.657815
Scio,town,1965,1914,1833,55.667,54.223,51.928,-1.445,-2.295,-3.739,35.299,-78.005755,42.144959
Scipio,town,1517,1537,1713,38.725,39.236,43.728,0.511,4.493,5.003,39.174,-76.561294,42.794793
Scott,town,1167,1193,1176,52.244,53.408,52.647,1.164,-0.761,0.403,22.337,-76.227984,42.73465
Scriba,town,6472,7331,6840,158.536,179.578,167.551,21.042,-12.027,9.014,40.823,-76.418545,43.459892
Sempronius,town,802,893,895,26.977,30.038,30.106,3.061,0.067,3.128,29.729,-76.321061,42.740285
Seneca,town,2747,2731,2721,54.430,54.113,53.915,-0.317,-0.198,-0.515,50.468,-77.073628,42.833192
Seneca Falls,town,9384,9347,9040,341.777,340.430,329.249,-1.348,-11.181,-12.529,27.456,-76.790399,42.913629
Sennett,town,2913,3244,3595,101.265,112.771,124.973,11.507,12.202,23.708,28.766,-76.511963,42.972362
Seward,town,1651,1637,1763,45.182,44.799,48.247,-0.383,3.448,3.065,36.541,-74.579793,42.705331
Shandaken,town,3013,3235,3085,24.442,26.243,25.026,1.801,-1.217,0.584,123.270,-74.392383,42.069303
Sharon,town,1892,1843,1846,48.353,47.101,47.178,-1.252,0.077,-1.176,39.129,-74.59861,42.777675
Shawangunk,town,10081,12022,14332,177.938,212.199,252.972,34.260,40.773,75.034,56.654,-74.265519,41.633537
Shelby,town,5509,5420,5319,117.913,116.008,113.847,-1.905,-2.162,-4.067,46.721,-78.386771,43.173787
Sheldon,town,2487,2561,2409,52.413,53.973,50.769,1.560,-3.203,-1.644,47.450,-78.385933,42.737588
Shelter Island,town,2263,2228,2392,77.022,75.830,81.412,-1.191,5.582,4.391,29.381,-72.317498,41.067311
Sherburne,town,3903,3979,4048,89.547,91.291,92.874,1.744,1.583,3.327,43.586,-75.483301,42.692479
Sheridan,town,2582,2838,2673,69.033,75.878,71.466,6.845,-4.412,2.433,37.402,-79.235024,42.485713
Sherman,town,1505,1553,1653,41.227,42.541,45.281,1.315,2.739,4.054,36.506,-79.585626,42.129659
Sherrill,city,2864,3147,3071,1426.342,1567.283,1529.433,140.941,-37.850,103.091,2.008,-75.601006,43.070766
Sidney,town,6667,6109,5774,132.238,121.170,114.525,-11.068,-6.645,-17.712,50.417,-75.27719,42.307431
Skaneateles,town,7526,7323,7209,154.304,150.142,147.805,-4.162,-2.337,-6.499,48.774,-76.413081,42.932095
Smithfield,town,1053,1205,1288,43.461,49.735,53.160,6.274,3.426,9.699,24.229,-75.673158,42.968982
Smithtown,town,113406,115715,117801,1026.830,1047.737,1066.625,20.907,18.888,39.794,110.443,-73.226192,40.916815
Smithville,town,1167,1347,1330,22.966,26.508,26.173,3.542,-0.335,3.208,50.815,-75.758758,42.417303
Smyrna,town,1265,1418,1280,30.104,33.745,30.461,3.641,-3.284,0.357,42.021,-75.615144,42.691491
Sodus,town,8877,8949,8384,128.419,129.460,121.287,1.042,-8.174,-7.132,69.125,-77.051447,43.219691
Solon,town,1008,1108,1079,33.974,37.344,36.367,3.370,-0.977,2.393,29.670,-76.021743,42.604259
Somers,town,16216,18346,20434,504.898,571.217,636.229,66.319,65.012,131.331,32.117,-73.725209,41.305754
Somerset,town,2655,2865,2662,71.454,77.106,71.643,5.652,-5.463,0.188,37.157,-78.545706,43.336101
South Bristol,town,1663,1645,1590,39.585,39.156,37.847,-0.428,-1.309,-1.738,42.011,-77.409127,42.715719
South Valley,town,281,302,264,6.499,6.985,6.106,0.486,-0.879,-0.393,43.236,-78.989204,42.039453
Southampton,town,44976,54712,56790,150.967,183.647,190.622,32.680,6.975,39.655,297.919,-72.486687,40.873696
Southeast,town,14927,17316,18404,425.652,493.776,524.801,68.124,31.025,99.149,35.069,-73.597889,41.403193
Southold,town,19836,20599,21968,53.456,55.513,59.202,2.056,3.689,5.746,371.069,-72.346113,41.133103
Southport,town,11571,11185,10940,247.112,238.868,233.636,-8.243,-5.232,-13.476,46.825,-76.878051,42.04011
Spafford,town,1675,1661,1686,42.827,42.469,43.108,-0.358,0.639,0.281,39.111,-76.291132,42.834584
Sparta,town,1578,1627,1624,56.761,58.524,58.416,1.763,-0.108,1.655,27.801,-77.697534,42.627707
Spencer,town,2881,2979,3153,57.982,59.954,63.456,1.972,3.502,5.474,49.688,-76.478869,42.214389
Springfield,town,1267,1350,1358,28.046,29.883,30.060,1.837,0.177,2.014,45.176,-74.86198,42.833619
Springport,town,2198,2256,2367,81.723,83.880,88.007,2.156,4.127,6.284,26.896,-76.678621,42.853357
Springwater,town,2407,2322,2439,45.259,43.661,45.861,-1.598,2.200,0.602,53.182,-77.571178,42.625674
St Armand,town,1318,1321,1548,22.934,22.986,26.936,0.052,3.950,4.002,57.470,-74.028055,44.380349
St Johnsville,town,2773,2565,2631,159.044,147.114,150.900,-11.930,3.785,-8.144,17.435,-74.67795,43.00659
Stafford,town,2593,2409,2459,82.781,76.906,78.503,-5.874,1.596,-4.278,31.324,-78.082171,42.994253
Stamford,town,2047,1943,2267,42.120,39.980,46.646,-2.140,6.667,4.527,48.600,-74.658246,42.349433
Stanford,town,3495,3544,3823,69.807,70.785,76.358,0.979,5.573,6.551,50.067,-73.691821,41.888548
Stark,town,759,767,757,23.479,23.727,23.417,0.247,-0.309,-0.062,32.326,-74.821393,42.918297
Starkey,town,3173,3465,3573,80.935,88.383,91.138,7.448,2.755,10.203,39.204,-76.944167,42.521273
Stephentown,town,2521,2873,2903,43.704,49.806,50.326,6.102,0.520,6.622,57.684,-73.411072,42.556577
Sterling,town,3285,3432,3040,69.849,72.974,64.639,3.126,-8.335,-5.209,47.030,-76.658003,43.315563
Steuben,town,1006,1172,1100,23.452,27.322,25.644,3.870,-1.679,2.191,42.895,-75.264793,43.346605
Stillwater,town,7233,7522,8287,166.348,172.995,190.589,6.647,17.594,24.240,43.481,-73.688629,42.970069
Stockbridge,town,1968,2080,2103,61.974,65.501,66.225,3.527,0.724,4.251,31.755,-75.591759,42.985926
Stockholm,town,3533,3592,3665,37.499,38.126,38.900,0.626,0.775,1.401,94.215,-74.851648,44.746672
Stockport,town,3085,2933,2815,235.015,223.435,214.446,-11.579,-8.989,-20.569,13.127,-73.753787,42.318096
Stockton,town,2515,2331,2248,52.683,48.828,47.090,-3.854,-1.739,-5.593,47.739,-79.358617,42.296881
Stony Creek,town,670,743,767,8.101,8.984,9.274,0.883,0.290,1.173,82.702,-74.023225,43.426918
Stony Point,town,12814,14244,15059,405.937,451.238,477.057,45.301,25.819,71.120,31.566,-74.011401,41.259233
Stratford,town,586,640,610,7.636,8.340,7.949,0.704,-0.391,0.313,76.740,-74.629687,43.188805
Stuyvesant,town,2178,2188,2027,81.459,81.833,75.812,0.374,-6.022,-5.648,26.737,-73.752408,42.404286
Sullivan,town,14622,14991,15339,199.384,204.416,209.161,5.032,4.745,9.777,73.336,-75.879369,43.092169
Summerhill,town,1017,1098,1217,39.054,42.165,46.735,3.111,4.570,7.680,26.041,-76.316974,42.659588
Summit,town,973,1123,1148,26.001,30.009,30.677,4.008,0.668,4.676,37.422,-74.610452,42.570163
Sweden,town,14181,13716,14175,418.111,404.401,417.934,-13.710,13.533,-0.177,33.917,-77.940633,43.17907
Syracuse,city,163860,147306,145170,6392.088,5746.325,5663.001,-645.762,-83.324,-729.087,25.635,-76.143756,43.040638
Taghkanic,town,1111,1118,1310,27.754,27.929,32.726,0.175,4.796,4.971,40.030,-73.673394,42.133331
Taylor,town,542,500,523,18.029,16.632,17.397,-1.397,0.765,-0.632,30.063,-75.92746,42.608259
Theresa,town,2281,2414,2905,32.753,34.663,41.713,1.910,7.050,8.960,69.643,-75.783467,44.243068
Thompson,town,13711,14189,15308,156.925,162.395,175.203,5.471,12.807,18.278,87.373,-74.674407,41.647386
Throop,town,1792,1824,1990,95.737,97.446,106.315,1.710,8.868,10.578,18.718,-76.616884,42.981556
Thurman,town,1045,1199,1219,11.238,12.894,13.109,1.656,0.215,1.871,92.992,-73.981052,43.503934
Thurston,town,1054,1309,1350,28.830,35.805,36.927,6.975,1.121,8.097,36.559,-77.284266,42.227898
Ticonderoga,town,5149,5167,5042,58.480,58.685,57.265,0.204,-1.420,-1.215,88.047,-73.499326,43.851884
Tioga,town,4772,4840,4871,80.316,81.461,81.983,1.144,0.522,1.666,59.415,-76.366621,42.100646
Tompkins,town,994,1105,1247,9.549,10.615,11.979,1.066,1.364,2.430,104.099,-75.264548,42.110262
Tonawanda,city,17284,16136,15130,4370.090,4079.830,3825.472,-290.261,-254.357,-544.618,3.955,-78.879626,43.010751
Tonawanda,town,82464,78155,73567,4022.311,3812.133,3588.346,-210.178,-223.787,-433.965,20.502,-78.877525,42.983937
Torrey,town,1269,1307,1282,37.768,38.899,38.154,1.131,-0.744,0.387,33.600,-76.955479,42.674676
Trenton,town,4682,4670,4498,107.189,106.914,102.976,-0.275,-3.938,-4.212,43.680,-75.202042,43.254702
Triangle,town,3006,3032,2946,75.598,76.252,74.089,0.654,-2.163,-1.509,39.763,-75.920592,42.367799
Troupsburg,town,1006,1126,1291,16.421,18.380,21.073,1.959,2.693,4.652,61.262,-77.545495,42.047963
Troy,city,54269,49170,50129,4916.897,4454.916,4541.804,-461.981,86.888,-375.094,11.037,-73.675082,42.735402
Truxton,town,1064,1225,1133,23.832,27.439,25.378,3.606,-2.061,1.546,44.645,-76.026747,42.710637
Tully,town,2378,2709,2738,90.604,103.215,104.320,12.611,1.105,13.716,26.246,-76.135105,42.811444
Tupper Lake,town,6199,6137,5971,47.708,47.231,45.953,-0.477,-1.278,-1.755,129.936,-74.474633,44.242947
Turin,town,873,793,761,27.898,25.342,24.319,-2.557,-1.023,-3.579,31.292,-75.429592,43.663965
Tuscarora,town,1368,1400,1473,36.259,37.107,39.042,0.848,1.935,2.783,37.729,-77.258533,42.045329
Tusten,town,1271,1415,1515,25.673,28.582,30.602,2.909,2.020,4.929,49.507,-74.982235,41.583229
Tuxedo,town,3023,3334,3624,61.765,68.119,74.045,6.354,5.925,12.279,48.943,-74.178743,41.230451
Tyre,town,870,899,981,26.269,27.145,29.621,0.876,2.476,3.352,33.119,-76.791123,42.986359
Tyrone,town,1620,1714,1597,40.825,43.193,40.245,2.369,-2.948,-0.580,39.682,-77.046424,42.437041
Ulster,town,12329,12544,12327,417.853,425.139,417.785,7.287,-7.355,-0.068,29.506,-74.003932,41.970219
Ulysses,town,4906,4775,4900,133.019,129.467,132.856,-3.552,3.389,-0.163,36.882,-76.616849,42.512409
Unadilla,town,4343,4548,4392,94.072,98.512,95.133,4.440,-3.379,1.061,46.167,-75.327028,42.370326
Union,town,59786,56298,56346,1649.130,1552.917,1554.241,-96.213,1.324,-94.889,36.253,-76.032619,42.125922
Union Vale,town,3577,4546,4877,95.861,121.830,130.700,25.969,8.871,34.839,37.314,-73.685267,41.690544
Urbana,town,2807,2546,2343,63.581,57.669,53.071,-5.912,-4.598,-10.510,44.149,-77.227396,42.410823
Utica,city,68637,60651,62235,4051.124,3579.771,3673.263,-471.353,93.492,-377.862,16.943,-75.226391,43.09619
Van Buren,town,13367,12667,13185,369.142,349.811,364.116,-19.331,14.305,-5.026,36.211,-76.359015,43.121079
Van Etten,town,1507,1518,1557,36.231,36.496,37.433,0.264,0.938,1.202,41.594,-76.578881,42.212018
Varick,town,2161,1729,1857,47.374,37.903,40.709,-9.470,2.806,-6.664,45.616,-76.851925,42.780598
Venice,town,1315,1286,1368,31.876,31.173,33.161,-0.703,1.988,1.285,41.254,-76.543244,42.719116
Vernon,town,5338,5335,5408,140.188,140.110,142.027,-0.079,1.917,1.838,38.077,-75.532123,43.065804
Verona,town,6460,6425,6293,92.888,92.385,90.487,-0.503,-1.898,-2.401,69.546,-75.618818,43.159241
Vestal,town,26733,26535,28043,508.432,504.666,533.347,-3.766,28.680,24.915,52.579,-76.025816,42.049108
Veteran,town,3468,3271,3313,90.477,85.338,86.434,-5.140,1.096,-4.044,38.330,-76.788987,42.246727
Victor,town,7191,9977,14275,199.633,276.977,396.296,77.344,119.319,196.663,36.021,-77.427729,42.989426
Victory,town,1535,1838,1660,44.549,53.343,48.177,8.794,-5.166,3.628,34.456,-76.653862,43.207828
Vienna,town,5564,5819,5440,58.534,61.217,57.230,2.683,-3.987,-1.305,95.055,-75.777746,43.234432
Villenova,town,1065,1121,1110,29.293,30.833,30.531,1.540,-0.303,1.238,36.357,-79.119453,42.391751
Virgil,town,2172,2287,2401,45.844,48.271,50.677,2.427,2.406,4.833,47.378,-76.166429,42.515791
Volney,town,5676,6094,5926,115.332,123.825,120.411,8.493,-3.414,5.080,49.215,-76.373187,43.359399
Waddington,town,1990,2212,2266,33.602,37.350,38.262,3.749,0.912,4.660,59.223,-75.195201,44.83278
Wales,town,2917,2960,3005,81.684,82.888,84.148,1.204,1.260,2.464,35.711,-78.52127,42.737147
Wallkill,town,23016,24659,27426,367.029,393.230,437.354,26.200,44.125,70.325,62.709,-74.393977,41.485357
Walton,town,5953,5607,5576,60.887,57.348,57.031,-3.539,-0.317,-3.856,97.772,-75.127664,42.17389
Walworth,town,6945,8402,9449,204.765,247.723,278.592,42.958,30.870,73.827,33.917,-77.313125,43.163333
Wappinger,town,26008,26274,27048,911.735,921.060,948.193,9.325,27.133,36.458,28.526,-73.891806,41.589931
Ward,town,334,390,368,11.439,13.357,12.604,1.918,-0.753,1.164,29.197,-77.898901,42.225747
Warren,town,1077,1136,1143,28.051,29.588,29.770,1.537,0.182,1.719,38.394,-74.933354,42.891814
Warrensburg,town,4174,4255,4094,64.507,65.759,63.271,1.252,-2.488,-1.236,64.706,-73.794884,43.505564
Warsaw,town,5342,5423,5064,150.569,152.852,142.733,2.283,-10.119,-7.836,35.479,-78.132091,42.739033
Warwick,town,27193,30764,32065,258.565,292.520,304.890,33.955,12.371,46.325,105.169,-74.36106,41.259504
Washington,town,4479,4742,4741,76.201,80.676,80.659,4.474,-0.017,4.457,58.779,-73.674079,41.79172
Waterford,town,8695,8515,8423,1169.415,1145.206,1132.833,-24.209,-12.373,-36.582,7.435,-73.691627,42.80439
Waterloo,town,7765,7866,7642,356.238,360.871,350.595,4.634,-10.277,-5.643,21.797,-76.91225,42.915555
Watertown,city,29429,26705,27023,3134.300,2844.183,2878.052,-290.116,33.868,-256.248,9.389,-75.909511,43.973385
Watertown,town,4341,4482,4470,121.143,125.078,124.743,3.935,-0.335,3.600,35.834,-75.918659,43.932861
Watervliet,city,11061,10207,10254,7511.807,6931.833,6963.752,-579.973,31.919,-548.054,1.472,-73.706878,42.72442
Watson,town,1613,1987,1881,13.779,16.974,16.068,3.195,-0.905,2.289,117.063,-75.253543,43.824547
Waverly,town,1068,1118,1022,8.448,8.844,8.084,0.396,-0.759,-0.364,126.417,-74.517057,44.536196
Wawarsing,town,12348,12889,13157,92.038,96.071,98.068,4.032,1.998,6.030,134.162,-74.416688,41.752561
Wawayanda,town,5518,6273,7266,157.217,178.728,207.020,21.511,28.292,49.803,35.098,-74.461721,41.384265
Wayland,town,4311,4314,4102,108.974,109.050,103.691,0.076,-5.359,-5.283,39.560,-77.591486,42.528596
Wayne,town,1029,1165,1041,45.553,51.574,46.084,6.021,-5.489,0.531,22.589,-77.135186,42.441019
Webb,town,1637,1912,1807,3.385,3.954,3.737,0.569,-0.217,0.352,483.592,-74.993739,43.835233
Webster,town,31639,37926,42641,914.059,1095.693,1231.910,181.633,136.218,317.851,34.614,-77.445668,43.229285
Wells,town,706,737,674,3.961,4.135,3.781,0.174,-0.353,-0.180,178.246,-74.273332,43.473657
Wellsville,town,8116,7678,7397,221.098,209.166,201.511,-11.932,-7.655,-19.587,36.708,-77.921993,42.120562
West Almond,town,277,353,334,7.677,9.783,9.257,2.106,-0.527,1.580,36.083,-77.897856,42.304341
West Bloomfield,town,2536,2549,2466,99.550,100.060,96.802,0.510,-3.258,-2.748,25.475,-77.518321,42.900752
West Monroe,town,4393,4428,4252,113.850,114.757,110.196,0.907,-4.561,-3.654,38.586,-76.076196,43.296269
West Seneca,town,47830,45920,44711,2232.558,2143.405,2086.973,-89.153,-56.432,-145.585,21.424,-78.750854,42.837448
West Sparta,town,1335,1244,1255,39.936,37.214,37.543,-2.722,0.329,-2.393,33.428,-77.789221,42.610503
West Turin,town,1753,1674,1524,17.129,16.357,14.892,-0.772,-1.466,-2.238,102.339,-75.509821,43.593995
West Union,town,412,399,312,10.039,9.722,7.602,-0.317,-2.120,-2.437,41.041,-77.691241,42.049799
Westerlo,town,3325,3466,3361,56.822,59.232,57.438,2.410,-1.794,0.615,58.516,-74.039777,42.496488
Western,town,2057,2029,1951,37.737,37.223,35.792,-0.514,-1.431,-1.945,54.509,-75.38978,43.338133
Westfield,town,5194,5232,4896,109.584,110.385,103.297,0.802,-7.089,-6.287,47.398,-79.595406,42.277966
Westford,town,634,784,868,18.765,23.205,25.691,4.440,2.486,6.926,33.786,-74.816309,42.641007
Westmoreland,town,5737,6207,6138,132.769,143.646,142.049,10.877,-1.597,9.280,43.210,-75.447632,43.121622
Westport,town,1446,1362,1312,21.681,20.422,19.672,-1.259,-0.750,-2.009,66.694,-73.449366,44.185159
Westville,town,1620,1823,1819,46.585,52.423,52.308,5.838,-0.115,5.722,34.775,-74.386649,44.942646
Wethersfield,town,794,891,883,21.965,24.648,24.427,2.683,-0.221,2.462,36.149,-78.249955,42.652103
Wheatfield,town,11125,14086,18117,385.330,487.888,627.508,102.558,139.619,242.178,28.871,-78.883419,43.097436
Wheatland,town,5093,5149,4775,165.596,167.417,155.257,1.821,-12.160,-10.340,30.755,-77.817423,43.012463
Wheeler,town,1084,1263,1260,23.512,27.394,27.329,3.883,-0.065,3.817,46.104,-77.342575,42.442466
White Creek,town,3196,3411,3356,68.242,72.833,71.658,4.591,-1.174,3.416,46.833,-73.328443,42.998619
White Plains,city,48718,53077,56853,4925.776,5366.505,5748.289,440.729,381.784,822.513,9.890,-73.754692,41.0221
Whitehall,town,4409,4035,4042,74.951,68.593,68.712,-6.358,0.119,-6.239,58.825,-73.380501,43.536771
Whitestown,town,18985,18635,18667,696.994,684.144,685.319,-12.850,1.175,-11.675,27.238,-75.340308,43.135016
Willet,town,892,1011,1043,34.248,38.817,40.045,4.569,1.229,5.798,26.045,-75.916025,42.450704
Williamson,town,6540,6777,6984,187.808,194.614,200.559,6.806,5.944,12.750,34.823,-77.192012,43.24172
Williamstown,town,1279,1350,1277,32.641,34.453,32.590,1.812,-1.863,-0.051,39.183,-75.896565,43.458319
Willing,town,1428,1371,1228,39.252,37.685,33.754,-1.567,-3.931,-5.497,36.381,-77.898234,42.042297
Willsboro,town,1736,1903,2025,23.625,25.898,27.558,2.273,1.660,3.933,73.481,-73.391531,44.385798
Wilmington,town,1020,1131,1253,15.582,17.277,19.141,1.696,1.864,3.559,65.461,-73.84306,44.375606
Wilna,town,6899,6235,6427,86.910,78.545,80.964,-8.365,2.419,-5.946,79.381,-75.590441,44.056306
Wilson,town,5761,5840,5993,116.461,118.058,121.151,1.597,3.093,4.690,49.467,-78.823829,43.269184
Wilton,town,10623,12511,16173,296.360,349.031,451.193,52.671,102.162,154.834,35.845,-73.727649,43.149908
Windham,town,1682,1660,1703,37.101,36.615,37.564,-0.485,0.948,0.463,45.336,-74.208538,42.31477
Windsor,town,6440,6421,6274,69.419,69.215,67.630,-0.205,-1.585,-1.789,92.769,-75.659606,42.06359
Winfield,town,2146,2202,2086,90.707,93.074,88.171,2.367,-4.903,-2.536,23.659,-75.163348,42.898243
Wirt,town,1143,1215,1111,31.733,33.732,30.845,1.999,-2.887,-0.888,36.019,-78.132411,42.129882
Wolcott,town,4283,4692,4453,107.221,117.460,111.476,10.239,-5.983,4.256,39.946,-76.769146,43.269627
Woodbury,town,8236,9460,11353,221.115,253.977,304.799,32.861,50.822,83.683,37.248,-74.100773,41.328291
Woodhull,town,1518,1524,1719,27.397,27.506,31.025,0.108,3.519,3.628,55.407,-77.392649,42.058654
Woodstock,town,6290,6241,5884,92.953,92.229,86.953,-0.724,-5.276,-6.000,67.669,-74.165563,42.055865
Worcester,town,2070,2207,2220,44.197,47.122,47.400,2.925,0.278,3.203,46.836,-74.714183,42.583333
Worth,town,219,234,231,5.065,5.412,5.342,0.347,-0.069,0.278,43.240,-75.844355,43.742366
Wright,town,1385,1547,1539,48.415,54.078,53.798,5.663,-0.280,5.383,28.607,-74.216093,42.667465
Yates,town,2497,2510,2559,66.701,67.048,68.357,0.347,1.309,1.656,37.436,-78.388302,43.339454
Yonkers,city,188082,196086,195976,9293.625,9689.124,9683.689,395.499,-5.435,390.063,20.238,-73.867363,40.946589
York,town,3513,3219,3397,71.624,65.630,69.259,-5.994,3.629,-2.365,49.048,-77.886886,42.866443
Yorkshire,town,3905,4210,3913,105.407,113.640,105.623,8.233,-8.017,0.216,37.047,-78.512335,42.483618
Yorktown,town,33467,36318,36081,848.320,920.587,914.579,72.267,-6.007,66.260,39.451,-73.809101,41.272568